geogname1,sidx,return_period,loss
Centrale,Sample1,2,0.0
Centrale,Sample1,5,17.808001
Centrale,Sample1,10,554.592102
Centrale,Sample1,20,1202.6442869999996
Centrale,Sample1,25,1586.849487
Centrale,Sample1,50,2197.533203
Centrale,Sample1,75,2443.938232
Centrale,Sample1,100,2730.656006
Centrale,Sample1,150,3128.237549
Centrale,Sample1,200,3318.442871
Centrale,Sample1,250,3483.293213000001
Centrale,Sample1,300,3696.534912
Centrale,Sample1,400,4033.981201
Centrale,Sample1,500,4392.162109000001
Centrale,Sample1,600,4566.964844
Centrale,Sample1,700,4618.872559
Centrale,Sample1,800,4696.5629880000015
Centrale,Sample1,900,4756.107422
Centrale,Sample1,1000,5240.225098
Centrale,Sample1,1500,5707.637207
Kara,Sample1,2,0.0
Kara,Sample1,5,76.31998399999998
Kara,Sample1,10,1413.254517
Kara,Sample1,20,1881.232422
Kara,Sample1,25,2093.094482
Kara,Sample1,50,2564.34668
Kara,Sample1,75,2729.706055
Kara,Sample1,100,2854.361328
Kara,Sample1,150,3032.439453
Kara,Sample1,200,3155.405762000001
Kara,Sample1,250,3331.427734
Kara,Sample1,300,3386.814209000001
Kara,Sample1,400,3505.619385
Kara,Sample1,500,3617.553711
Kara,Sample1,600,3743.124268
Kara,Sample1,700,3837.862549
Kara,Sample1,800,3878.871826
Kara,Sample1,900,3929.136719
Kara,Sample1,1000,3981.800537
Kara,Sample1,1500,4101.67334
Maritime,Sample1,2,0.0
Maritime,Sample1,5,232.457993
Maritime,Sample1,10,2315.03833
Maritime,Sample1,20,4132.526855
Maritime,Sample1,25,4440.878906
Maritime,Sample1,50,6319.356445
Maritime,Sample1,75,7528.709961
Maritime,Sample1,100,8375.672852
Maritime,Sample1,150,10054.876953
Maritime,Sample1,200,12203.516602
Maritime,Sample1,250,13425.171875
Maritime,Sample1,300,15214.362305
Maritime,Sample1,400,18000.533203
Maritime,Sample1,500,19399.798828
Maritime,Sample1,600,24457.699219
Maritime,Sample1,700,28174.796875
Maritime,Sample1,800,28246.908202999995
Maritime,Sample1,900,28356.943359
Maritime,Sample1,1000,30926.550781
Maritime,Sample1,1500,40573.832031
Plateaux,Sample1,2,0.0
Plateaux,Sample1,5,440.112274
Plateaux,Sample1,10,1770.620605
Plateaux,Sample1,20,3183.431152
Plateaux,Sample1,25,3455.4670409999994
Plateaux,Sample1,50,4207.4990229999985
Plateaux,Sample1,75,4640.421875
Plateaux,Sample1,100,5219.183594
Plateaux,Sample1,150,5784.336914
Plateaux,Sample1,200,6345.982422
Plateaux,Sample1,250,6597.834961
Plateaux,Sample1,300,6990.240723000001
Plateaux,Sample1,400,7365.920898
Plateaux,Sample1,500,8142.172852
Plateaux,Sample1,600,8943.699219
Plateaux,Sample1,700,9066.605469
Plateaux,Sample1,800,9262.849609
Plateaux,Sample1,900,9538.441406
Plateaux,Sample1,1000,9586.338867
Plateaux,Sample1,1500,10730.746094
Savanes,Sample1,2,0.0
Savanes,Sample1,5,0.0
Savanes,Sample1,10,1503.50415
Savanes,Sample1,20,5881.67041
Savanes,Sample1,25,7313.931640999999
Savanes,Sample1,50,9855.366211
Savanes,Sample1,75,10706.740234
Savanes,Sample1,100,11129.895508
Savanes,Sample1,150,11561.503906
Savanes,Sample1,200,12119.499023
Savanes,Sample1,250,12557.060547
Savanes,Sample1,300,15268.967772999997
Savanes,Sample1,400,17984.576172
Savanes,Sample1,500,18439.341797
Savanes,Sample1,600,18685.845703
Savanes,Sample1,700,18752.566406
Savanes,Sample1,800,18818.427734
Savanes,Sample1,900,18825.119141
Savanes,Sample1,1000,18828.78125
Savanes,Sample1,1500,19133.070312
